,sentence_id,token_id,class,before,after
775,58,6,DATE,1946,nineteen forty six
776,58,7,PLAIN,-,to
777,58,8,DATE,1975,nineteen seventy five
778,58,9,PUNCT,.,.
779,59,0,PLAIN,The,The
780,59,1,PLAIN,bridge,bridge
781,59,2,PLAIN,carries,carries
782,59,3,PLAIN,interstate,interstate
783,59,4,CARDINAL,3,three
784,59,5,CARDINAL,10 ,ten
785,59,6,PLAIN,over,over
786,59,7,PLAIN,the,the
787,59,8,PLAIN,LaBranche,LaBranche
788,59,9,PLAIN,Wetlands,Wetlands
789,59,10,PLAIN,in,in
790,59,11,PLAIN,st,saint
791,59,12,PLAIN,Charles,Charles
792,59,13,PLAIN,Parish,Parish
793,59,14,PUNCT,.,.
794,60,0,PLAIN,Examples,Examples
795,60,1,PLAIN,of,of
796,60,2,PLAIN,well,well
797,60,3,PLAIN,excavated,excavated
798,60,4,PLAIN,tombs,tombs
799,60,5,PLAIN,of,of
800,60,6,PLAIN,this,this
801,60,7,PLAIN,site,site
802,60,8,PLAIN,include,include
803,60,9,PLAIN,the,the
804,60,10,PLAIN,tombs,tombs
805,60,11,PLAIN,of,of
806,60,12,LETTERS,Ukh,u k h
807,60,13,PLAIN,Hotep,Hotep
808,60,14,PLAIN,and,and
809,60,15,PLAIN,Pepyankh,Pepyankh
810,60,16,PLAIN,the,the
811,60,17,PLAIN,Middle,Middle
812,60,18,PUNCT,.,.
813,61,0,PLAIN,Of,Of
814,61,1,PLAIN,the,the
815,61,2,PLAIN,single,single
816,61,3,PLAIN,family,family
817,61,4,PLAIN,homes,homes
818,61,5,CARDINAL,3,three
819,61,6,PLAIN,were,were
820,61,7,PLAIN,built,built
821,61,8,PLAIN,before,before
822,61,9,DATE,1919,nineteen nineteen
823,61,10,PUNCT,",",","
824,61,11,PLAIN,while,while
825,61,12,CARDINAL,19,nineteen
826,61,13,PLAIN,were,were
827,61,14,PLAIN,built,built
828,61,15,PLAIN,between,between
829,61,16,DATE,1990,nineteen ninety
830,61,17,PLAIN,and,and
831,61,18,DATE,2000,two thousand
832,61,19,PUNCT,.,.
833,62,0,PLAIN,The,The
834,62,1,PLAIN,name,name
835,62,2,PLAIN,of,of
836,62,3,PLAIN,the,the
837,62,4,PLAIN,party,party
838,62,5,PLAIN,is,is
839,62,6,PLAIN,similar,similar
840,62,7,PLAIN,to,to
841,62,8,PLAIN,the,the
842,62,9,PLAIN,name,name
843,62,10,PLAIN,of,of
844,62,11,PLAIN,the,the
845,62,12,LETTERS,NGO,n g o
846,62,13,PUNCT,",",","
847,62,14,PLAIN,founded,founded
848,62,15,PLAIN,by,by
849,62,16,PLAIN,Sadovyi,Sadovyi
850,62,17,PLAIN,in,in
851,62,18,DATE,2004,two thousand four
852,62,19,PUNCT,.,.
853,63,0,PLAIN,Due,Due
854,63,1,PLAIN,to,to
855,63,2,PLAIN,the,the
856,63,3,PLAIN,global,global
857,63,4,PLAIN,financial,financial
858,63,5,PLAIN,crisis,crisis
859,63,6,PUNCT,",",","
860,63,7,PLAIN,imports,imports
861,63,8,PLAIN,ceased,ceased
862,63,9,PLAIN,in,in
863,63,10,DATE,2008,two thousand eight
864,63,11,PUNCT,.,.
865,64,0,PLAIN,Retrieved,Retrieved
866,64,1,DATE,25 July 2012,the twenty fifth of july twenty twelve
867,64,2,PUNCT,.,.
868,65,0,PLAIN,One,One
869,65,1,PLAIN,such,such
870,65,2,PLAIN,community,community
871,65,3,PLAIN,farm,farm
872,65,4,PLAIN,is,is
873,65,5,PLAIN,the,the
874,65,6,PLAIN,Collingwood,Collingwood
875,65,7,PLAIN,Children's,Children's
876,65,8,PLAIN,Farm,Farm
877,65,9,PLAIN,in,in
878,65,10,PLAIN,Melbourne,Melbourne
879,65,11,PUNCT,",",","
880,65,12,PLAIN,Australia,Australia
881,65,13,PUNCT,.,.
882,66,0,PLAIN,Retrieved,Retrieved
883,66,1,DATE,19 December 2014,the nineteenth of december twenty fourteen
884,66,2,PUNCT,.,.
885,67,0,PLAIN,In,In
886,67,1,DATE,2010,twenty ten
887,67,2,PLAIN,Sadovyi,Sadovyi
888,67,3,PLAIN,was,was
889,67,4,PLAIN,reelected,reelected
890,67,5,PLAIN,for,for
891,67,6,PLAIN,the,the
892,67,7,PLAIN,office,office
893,67,8,PLAIN,of,of
894,67,9,PLAIN,mayor,mayor
895,67,10,PUNCT,.,.
896,68,0,PUNCT,"""",""""
897,68,1,PLAIN,I'm,I'm
898,68,2,PLAIN,saying,saying
899,68,3,PLAIN,in,in
900,68,4,PLAIN,the,the
901,68,5,PLAIN,song,song
902,68,6,PLAIN,that,that
903,68,7,PLAIN,I'm,I'm
904,68,8,PLAIN,giving,giving
905,68,9,PLAIN,my,my
906,68,10,PLAIN,back,back
907,68,11,PLAIN,to,to
908,68,12,PLAIN,them,them
909,68,13,PUNCT,.,.
910,69,0,PLAIN,The,The
911,69,1,PLAIN,boy,boy
912,69,2,PLAIN,wished,wished
913,69,3,PLAIN,to,to
914,69,4,PLAIN,go,go
915,69,5,PLAIN,home,home
916,69,6,PUNCT,.,.
917,70,0,PLAIN,The,The
918,70,1,PLAIN,rest,rest
919,70,2,PLAIN,were,were
920,70,3,PLAIN,sent,sent
921,70,4,PLAIN,to,to
922,70,5,PLAIN,Auschwitz,Auschwitz
923,70,6,PLAIN,in,in
924,70,7,DATE,October 1942,october nineteen forty two
925,70,8,PUNCT,.,.
926,71,0,PLAIN,Then,Then
927,71,1,PLAIN,he,he
928,71,2,PLAIN,worked,worked
929,71,3,PLAIN,as,as
930,71,4,PLAIN,a,a
931,71,5,PLAIN,huntsman,huntsman
932,71,6,PLAIN,for,for
933,71,7,PLAIN,his,his
934,71,8,PLAIN,own,own
935,71,9,PLAIN,father,father
936,71,10,PUNCT,.,.
937,72,0,PLAIN,They,They
938,72,1,PLAIN,are,are
939,72,2,PLAIN,currently,currently
940,72,3,PLAIN,based,based
941,72,4,PLAIN,in,in
942,72,5,PLAIN,New,New
943,72,6,PLAIN,York,York
944,72,7,PLAIN,City,City
945,72,8,PUNCT,",",","
946,72,9,PLAIN,Sacramento,Sacramento
947,72,10,PUNCT,",",","
948,72,11,PLAIN,and,and
949,72,12,PLAIN,portland,portland
950,72,13,PLAIN,oregon,oregon
951,72,14,PUNCT,.,.
952,73,0,PLAIN,Like,Like
953,73,1,PLAIN,his,his
954,73,2,PLAIN,father,father
955,73,3,PLAIN,he,he
956,73,4,PLAIN,became,became
957,73,5,PLAIN,a,a
958,73,6,PLAIN,hostage,hostage
959,73,7,PLAIN,but,but
960,73,8,PLAIN,was,was
961,73,9,PLAIN,ransomed,ransomed
962,73,10,PLAIN,a,a
963,73,11,PLAIN,year,year
964,73,12,PLAIN,later,later
965,73,13,PUNCT,.,.
966,74,0,PLAIN,Failing,Failing
967,74,1,PLAIN,this,this
968,74,2,PUNCT,",",","
969,74,3,PLAIN,surgery,surgery
970,74,4,PLAIN,may,may
971,74,5,PLAIN,be,be
972,74,6,PLAIN,required,required
973,74,7,PUNCT,",",","
974,74,8,PLAIN,especially,especially
975,74,9,PLAIN,in,in
976,74,10,LETTERS,SSP,s s p
977,74,11,PUNCT,.,.
978,75,0,PLAIN,PlayStation,PlayStation
979,75,1,PUNCT,/,/
980,75,2,VERBATIM,サ,サ
981,75,3,VERBATIM,イ,イ
982,75,4,VERBATIM,バ,バ
983,75,5,VERBATIM,ー,ー
984,75,6,VERBATIM,ス,ス
985,75,7,VERBATIM,レ,レ
986,75,8,VERBATIM,ッ,ッ
987,75,9,VERBATIM,ド,ド
988,75,10,PUNCT,(,(
989,75,11,PLAIN,in,in
990,75,12,PLAIN,Japanese,Japanese
991,75,13,PUNCT,),)
992,75,14,PUNCT,.,.
993,76,0,PUNCT,"""",""""
994,76,1,PLAIN,Nigeria,Nigeria
995,76,2,PUNCT,:,:
996,76,3,PLAIN,une,une
997,76,4,PLAIN,scientifique,scientifique
998,76,5,PLAIN,remporte,remporte
999,76,6,PLAIN,le,le
